gene	depth	guuid
CTX-M-15	82	ERR3061897
DfrA17	76	ERR3061897
GlpT	34	ERR3061897
GyrA	38	ERR3061897
ParC	40	ERR3061897
ParE	42	ERR3061897
PmrB	46	ERR3061897
PtsI	40	ERR3061897
Sul1	66	ERR3061897
UhpT	44	ERR3061897
1	64	ERR3061898
2'-phosphotransferase	52	ERR3061898
APH(3'')-Ib	70	ERR3061898
APH(6)-Id	52	ERR3061898
AadA5	64	ERR3061898
CTX-M-15	40	ERR3061898
DfrA17	56	ERR3061898
GlpT	38	ERR3061898
GyrA	40	ERR3061898
ParC	40	ERR3061898
ParE	46	ERR3061898
PmrB	44	ERR3061898
PtsI	36	ERR3061898
Sul1	57	ERR3061898
Sul2	62	ERR3061898
Tet(A)	64	ERR3061898
UhpT	54	ERR3061898
1	74	ERR3061899
AadA1	38	ERR3061899
CTX-M-2	40	ERR3061899
DfrA1	50	ERR3061899
GlpT	36	ERR3061899
ParE	38	ERR3061899
PmrB	40	ERR3061899
PtsI	32	ERR3061899
Sul1	74	ERR3061899
TEM-1	48	ERR3061899
Tet(A)	42	ERR3061899
UhpT	44	ERR3061899
1	76	ERR3061900
2'-phosphotransferase	84	ERR3061900
AAC(6')-Ib-cr5	70	ERR3061900
AadA5	94	ERR3061900
CTX-M-15	106	ERR3061900
CatB3	86	ERR3061900
DfrA17	86	ERR3061900
GlpT	36	ERR3061900
GyrA	38	ERR3061900
OXA-1	92	ERR3061900
ParC	40	ERR3061900
ParE	42	ERR3061900
PmrB	46	ERR3061900
PtsI	38	ERR3061900
Sul1	86	ERR3061900
Tet(A)	88	ERR3061900
UhpT	46	ERR3061900
GlpT	32	ERR3061901
GlpT	32	ERR3061902
CyaA	46	ERR3061926
GlpT	40	ERR3061926
GyrA	40	ERR3061926
TEM-1	28	ERR3061926
AadA1	70	ERR3061940
DfrA1	30	ERR3061940
GlpT	38	ERR3061940
QacL	26	ERR3061940
Sat2	44	ERR3061940
Sul3	32	ERR3061940
TEM-1	28	ERR3061940
Tet(A)	24	ERR3061940
APH(3'')-Ib	56	ERR3061946
APH(3')-Ia	58	ERR3061946
APH(6)-Id	54	ERR3061946
CyaA	54	ERR3061946
GlpT	36	ERR3061946
O-acetyltransferase	56	ERR3061946
Sul2	52	ERR3061946
TEM-1	58	ERR3061946
Tet(A)	56	ERR3061946
UhpT	58	ERR3061946
AAC(3)-IIe	74	ERR3061950
AAC(6')-Ib-cr5	66	ERR3061950
AadA5	74	ERR3061950
CTX-M-15	98	ERR3061950
CatB3	56	ERR3061950
DfrA17	78	ERR3061950
GlpT	38	ERR3061950
GyrA	42	ERR3061950
OXA-1	62	ERR3061950
ParC	46	ERR3061950
ParE	48	ERR3061950
PmrB	48	ERR3061950
PtsI	52	ERR3061950
QacE	74	ERR3061950
Tet(A)	70	ERR3061950
UhpT	46	ERR3061950
1	58	ERR3061951
AAC(3)-IId	88	ERR3061951
APH(3'')-Ib	54	ERR3061951
APH(6)-Id	57	ERR3061951
CTX-M-15	82	ERR3061951
DfrA7	68	ERR3061951
GlpT	44	ERR3061951
GyrA	56	ERR3061951
PmrB	62	ERR3061951
Sul1	56	ERR3061951
Sul2	54	ERR3061951
TEM-1	126	ERR3061951
Tet(A)	56	ERR3061951
GlpT	28	ERR3061982
GlpT	32	ERR3061983
GyrA	26	ERR3061983
1	44	ERR3061984
AadA1	38	ERR3061984
Sul1	38	ERR3061984
Tet(A)	42	ERR3061984
CyaA	52	ERR3061985
GlpT	38	ERR3061985
ParC	48	ERR3061985
1	42	ERR3061986
AadA1	44	ERR3061986
GlpT	38	ERR3061986
O-acetyltransferase	54	ERR3061986
PmrB	48	ERR3061986
Sul1	42	ERR3061986
Tet(A)	40	ERR3061986
GlpT	42	ERR3061987
UhpT	50	ERR3061987
GlpT	38	ERR3061988
MarR	30	ERR3061988
PmrB	42	ERR3061988
GlpT	28	ERR3061989
GlpT	30	ERR3061990
APH(3'')-Ib	18	ERR3061991
APH(3')-IIa	14	ERR3061991
APH(6)-Ic	14	ERR3061991
APH(6)-Id	16	ERR3061991
BLMT	6	ERR3061991
GlpT	36	ERR3061991
MarR	32	ERR3061991
TEM-1	38	ERR3061991
Tet(A)	14	ERR3061991
GlpT	28	ERR3061992
1	54	ERR3062124
APH(3'')-Ib	58	ERR3062124
APH(6)-Id	58	ERR3062124
AadA5	60	ERR3062124
CTX-M-14	54	ERR3062124
CyaA	40	ERR3062124
DfrA17	64	ERR3062124
GlpT	34	ERR3062124
GyrA	34	ERR3062124
ParC	38	ERR3062124
ParE	38	ERR3062124
Sul2	52	ERR3062124
TEM-1	52	ERR3062124
Tet(A)	52	ERR3062124
UhpT	38	ERR3062124
GlpT	36	ERR3062170
MarR	28	ERR3062170
PmrB	44	ERR3062170
GlpT	36	ERR3062171
CTX-M-14	52	ERR3062172
CyaA	34	ERR3062172
GlpT	28	ERR3062172
GyrA	26	ERR3062172
GlpT	30	ERR3062173
GlpT	32	ERR3062174
MarR	26	ERR3062174
GlpT	44	ERR3062175
GlpT	36	ERR3062176
MarR	30	ERR3062176
PmrB	38	ERR3062176
CyaA	48	ERR3062178
GlpT	30	ERR3062178
PmrB	38	ERR3062178
APH(3'')-Ib	38	ERR3062179
APH(6)-Id	38	ERR3062179
DfrA14	36	ERR3062179
GlpT	32	ERR3062179
PmrB	42	ERR3062179
Sul2	38	ERR3062179
TEM-1	36	ERR3062179
Tet(A)	38	ERR3062179
GlpT	38	ERR3062180
PmrB	50	ERR3062180
PmrB	46	ERR3062181
GlpT	40	ERR3062182
GlpT	38	ERR3062183
1	42	ERR3062184
2'-phosphotransferase	34	ERR3062184
APH(3'')-Ib	44	ERR3062184
APH(6)-Id	38	ERR3062184
AadA1	34	ERR3062184
CyaA	46	ERR3062184
DfrA1	38	ERR3062184
GlpT	36	ERR3062184
Sul1	30	ERR3062184
Sul2	34	ERR3062184
Tet(A)	34	ERR3062184
GlpT	28	ERR3062185
GlpT	36	ERR3062187
PmrB	40	ERR3062187
Tet(B)	44	ERR3062187
GlpT	34	ERR3062190
PmrB	46	ERR3062190
UhpT	44	ERR3062190
CTX-M-15	78	ERR3062193
CyaA	44	ERR3062193
GlpT	34	ERR3062193
GyrA	34	ERR3062193
ParC	40	ERR3062193
ParE	44	ERR3062193
CTX-M-15	64	ERR3062194
CyaA	42	ERR3062194
GlpT	38	ERR3062194
ParE	40	ERR3062194
TEM-1	80	ERR3062194
UhpT	44	ERR3062194
1	44	ERR3062195
2'-phosphotransferase	48	ERR3062195
AAC(6')-Ib-cr5	50	ERR3062195
ADP-ribosyltransferase	54	ERR3062195
AadA5	52	ERR3062195
CTX-M-15	40	ERR3062195
CatB3	44	ERR3062195
CyaA	44	ERR3062195
DfrA17	72	ERR3062195
GlpT	36	ERR3062195
GyrA	36	ERR3062195
OXA-1	50	ERR3062195
ParC	38	ERR3062195
ParE	36	ERR3062195
Sul1	52	ERR3062195
Tet(B)	50	ERR3062195
AAC(3)-IIe	58	ERR3062196
AAC(6')-Ib-cr5	44	ERR3062196
AadA5	52	ERR3062196
CTX-M-15	56	ERR3062196
CatB3	56	ERR3062196
DfrA17	54	ERR3062196
GlpT	36	ERR3062196
GyrA	38	ERR3062196
OXA-1	64	ERR3062196
ParC	48	ERR3062196
ParE	42	ERR3062196
PmrB	44	ERR3062196
PtsI	40	ERR3062196
QacE	56	ERR3062196
Tet(A)	54	ERR3062196
UhpT	46	ERR3062196
AAC(3)-IId	60	ERR3062197
APH(3'')-Ib	54	ERR3062197
APH(3')-Ia	68	ERR3062197
APH(6)-Id	66	ERR3062197
CTX-M-14	52	ERR3062197
CyaA	46	ERR3062197
DfrA17	60	ERR3062197
GlpT	34	ERR3062197
GyrA	34	ERR3062197
ParC	46	ERR3062197
ParE	48	ERR3062197
Sul2	70	ERR3062197
TEM-1	56	ERR3062197
Tet(B)	56	ERR3062197
UhpT	50	ERR3062197
GlpT	38	ERR3062200
PmrB	48	ERR3062200
GlpT	32	ERR3062214
PmrB	36	ERR3062214
GlpT	34	ERR3062215
PmrB	36	ERR3062215
GlpT	34	ERR3062217
PmrB	44	ERR3062217
APH(3'')-Ib	34	ERR3062219
APH(6)-Id	36	ERR3062219
GlpT	30	ERR3062219
PmrB	42	ERR3062219
Sul2	36	ERR3062219
Tet(B)	36	ERR3062219
APH(3'')-Ib	34	ERR3062220
APH(3')-Ia	80	ERR3062220
APH(6)-Id	34	ERR3062220
AadA1	42	ERR3062220
CyaA	40	ERR3062220
DfrA1	54	ERR3062220
GlpT	28	ERR3062220
Sul2	40	ERR3062220
TEM-1	36	ERR3062220
Tet(B)	32	ERR3062220
1	32	ERR3062221
2'-phosphotransferase	28	ERR3062221
AAC(6')-Ib-cr5	36	ERR3062221
AadA5	28	ERR3062221
CTX-M-15	38	ERR3062221
CatB3	44	ERR3062221
DfrA17	38	ERR3062221
GlpT	28	ERR3062221
GyrA	28	ERR3062221
OXA-1	40	ERR3062221
ParC	42	ERR3062221
ParE	38	ERR3062221
PmrB	32	ERR3062221
PtsI	36	ERR3062221
Sul1	36	ERR3062221
Tet(A)	36	ERR3062221
UhpT	38	ERR3062221
GlpT	30	ERR3062222
PmrB	34	ERR3062222
1	40	ERR3062223
AadA1	42	ERR3062223
GlpT	30	ERR3062223
O-acetyltransferase	36	ERR3062223
PmrB	40	ERR3062223
Sul1	42	ERR3062223
Tet(A)	38	ERR3062223
ParE	44	ERR3062224
1	38	ERR3062225
AAC(6')-Ib-cr5	30	ERR3062225
AadA5	30	ERR3062225
CTX-M-15	26	ERR3062225
CatB3	32	ERR3062225
DfrA17	36	ERR3062225
GlpT	28	ERR3062225
GyrA	28	ERR3062225
OXA-1	32	ERR3062225
ParC	38	ERR3062225
ParE	38	ERR3062225
PmrB	42	ERR3062225
PtsI	30	ERR3062225
Sul1	26	ERR3062225
Tet(A)	34	ERR3062225
UhpT	40	ERR3062225
APH(3'')-Ib	146	ERR3062226
APH(6)-Id	157	ERR3062226
GlpT	28	ERR3062226
Sul2	156	ERR3062226
UhpT	40	ERR3062226
GlpT	38	ERR3062227
MarR	42	ERR3062227
ParE	44	ERR3062227
UhpT	46	ERR3062227
APH(3'')-Ib	24	ERR3062228
APH(6)-Id	24	ERR3062228
Tet(A)	34	ERR3062228
1	38	ERR3062229
2'-phosphotransferase	32	ERR3062229
AAC(3)-IId	38	ERR3062229
AAC(6')-Ib-cr5	34	ERR3062229
ADP-ribosyltransferase	40	ERR3062229
APH(3'')-Ib	32	ERR3062229
APH(6)-Id	38	ERR3062229
AadA5	38	ERR3062229
CTX-M-15	22	ERR3062229
CatB3	40	ERR3062229
DfrA17	38	ERR3062229
GlpT	26	ERR3062229
GyrA	28	ERR3062229
O-acetyltransferase	42	ERR3062229
OXA-1	44	ERR3062229
ParC	38	ERR3062229
ParE	38	ERR3062229
PmrB	36	ERR3062229
PtsI	32	ERR3062229
Sul1	38	ERR3062229
Sul2	36	ERR3062229
TEM-1	82	ERR3062229
Tet(B)	42	ERR3062229
UhpT	38	ERR3062229
GlpT	30	ERR3062230
PmrB	38	ERR3062230
1	26	ERR3062233
2'-phosphotransferase	32	ERR3062233
AAC(3)-IId	42	ERR3062233
APH(3'')-Ib	40	ERR3062233
APH(6)-Id	38	ERR3062233
AadA5	42	ERR3062233
DfrA17	38	ERR3062233
GlpT	30	ERR3062233
GyrA	28	ERR3062233
ParE	38	ERR3062233
PmrB	38	ERR3062233
PtsI	32	ERR3062233
Sul1	32	ERR3062233
Sul2	44	ERR3062233
TEM-1	40	ERR3062233
Tet(A)	38	ERR3062233
UhpT	38	ERR3062233
CyaA	37	ERR3062234
GlpT	35	ERR3062234
ParE	40	ERR3062234
UhpT	36	ERR3062234
CyaA	32	ERR3062235
GlpT	30	ERR3062235
ParE	34	ERR3062235
UhpT	36	ERR3062235
Tet(B)	48	ERR3062236
GlpT	24	ERR3062237
MarR	28	ERR3062237
1	60	ERR3062238
AAC(3)-VIa	28	ERR3062238
AadA1	28	ERR3062238
CTX-M-2	30	ERR3062238
DfrA1	28	ERR3062238
GlpT	36	ERR3062238
O-acetyltransferase	32	ERR3062238
PmrB	38	ERR3062238
Sul1	54	ERR3062238
Tet(A)	34	ERR3062238
GlpT	36	ERR3062240
PmrB	42	ERR3062240
GlpT	36	ERR3062241
PmrB	38	ERR3062241
AadA1	34	ERR3062243
CyaA	30	ERR3062243
DfrA1	34	ERR3062243
GlpT	28	ERR3062243
GyrA	26	ERR3062243
Sat2	36	ERR3062243
TEM-1	112	ERR3062243
Tet(A)	48	ERR3062243
UhpT	32	ERR3062243
1	6	ERR3062245
AAC(3)-IIe	8	ERR3062245
APH(3'')-Ib	50	ERR3062245
APH(6)-Id	48	ERR3062245
AadA5	6	ERR3062245
CTX-M-15	54	ERR3062245
DfrA14	56	ERR3062245
DfrA17	4	ERR3062245
GlpT	38	ERR3062245
PmrB	44	ERR3062245
QnrS1	48	ERR3062245
Sul2	44	ERR3062245
TEM-1	46	ERR3062245
Tet(A)	46	ERR3062245
1	102	ERR3062246
AadA1	88	ERR3062246
CTX-M-14	232	ERR3062246
GlpT	36	ERR3062246
MarR	34	ERR3062246
O-acetyltransferase	94	ERR3062246
Sul1	94	ERR3062246
TEM-1	93	ERR3062246
Tet(A)	102	ERR3062246
1	54	ERR3062247
2'-phosphotransferase	64	ERR3062247
AAC(6')-Ib-cr5	58	ERR3062247
AadA5	62	ERR3062247
CTX-M-15	74	ERR3062247
CatB3	50	ERR3062247
DfrA17	76	ERR3062247
GlpT	32	ERR3062247
GyrA	34	ERR3062247
OXA-1	72	ERR3062247
ParC	36	ERR3062247
ParE	42	ERR3062247
PmrB	40	ERR3062247
PtsI	36	ERR3062247
Sul1	62	ERR3062247
Tet(A)	60	ERR3062247
UhpT	32	ERR3062247
APH(3'')-Ib	36	ERR3062248
APH(6)-Id	30	ERR3062248
AadA1	34	ERR3062248
CTX-M-15	80	ERR3062248
CyaA	32	ERR3062248
DfrA1	26	ERR3062248
GlpT	26	ERR3062248
GyrA	32	ERR3062248
NfsA	30	ERR3062248
O-acetyltransferase	28	ERR3062248
Sat2	34	ERR3062248
Sul2	36	ERR3062248
TEM-1	32	ERR3062248
Tet(D)	34	ERR3062248
1	44	ERR3062249
2'-phosphotransferase	108	ERR3062249
AAC(3)-IId	36	ERR3062249
APH(3'')-Ib	188	ERR3062249
APH(6)-Id	164	ERR3062249
AadA1	60	ERR3062249
AadA2	34	ERR3062249
CTX-M-15	30	ERR3062249
DfrA1	34	ERR3062249
DfrA12	38	ERR3062249
GlpT	32	ERR3062249
GyrA	36	ERR3062249
O-acetyltransferase	34	ERR3062249
OXA-1	36	ERR3062249
ParC	36	ERR3062249
PmrB	36	ERR3062249
Sat2	30	ERR3062249
Sul1	40	ERR3062249
Sul2	182	ERR3062249
TEM-1	108	ERR3062249
Tet(B)	34	ERR3062249
CTX-M-14	32	ERR3062250
CyaA	40	ERR3062250
GlpT	34	ERR3062250
GyrA	38	ERR3062250
2'-phosphotransferase	50	ERR3062251
AAC(3)-IIe	38	ERR3062251
AAC(6')-Ib-cr5	36	ERR3062251
APH(3'')-Ib	52	ERR3062251
APH(3')-Ia	64	ERR3062251
APH(6)-Id	50	ERR3062251
CTX-M-15	36	ERR3062251
CatB3	30	ERR3062251
CyaA	38	ERR3062251
DfrA14	64	ERR3062251
GlpT	36	ERR3062251
GyrA	32	ERR3062251
O-acetyltransferase	50	ERR3062251
OXA-1	40	ERR3062251
ParC	36	ERR3062251
ParE	38	ERR3062251
Sul2	50	ERR3062251
TEM-1	128	ERR3062251
Tet(B)	56	ERR3062251
AAC(6')-Ib-cr5	16	ERR3062253
APH(3'')-Ib	140	ERR3062253
APH(6)-Id	130	ERR3062253
CTX-M-15	30	ERR3062253
CatB3	16	ERR3062253
GlpT	34	ERR3062253
GyrA	32	ERR3062253
OXA-1	24	ERR3062253
ParC	34	ERR3062253
ParE	32	ERR3062253
PmrB	34	ERR3062253
PtsI	30	ERR3062253
Sul2	156	ERR3062253
TEM-1	60	ERR3062253
UhpT	32	ERR3062253
CTX-M-14	58	ERR3062254
CyaA	38	ERR3062254
DfrA5	68	ERR3062254
GlpT	38	ERR3062254
GyrA	38	ERR3062254
QacE	66	ERR3062254
Sul1	50	ERR3062254
TEM-1	60	ERR3062254
2'-phosphotransferase	60	ERR3062256
APH(3'')-Ib	56	ERR3062256
APH(6)-Id	48	ERR3062256
CTX-M-1	70	ERR3062256
DfrA14	58	ERR3062256
GlpT	34	ERR3062256
GyrA	32	ERR3062256
O-acetyltransferase	48	ERR3062256
ParE	40	ERR3062256
PmrB	38	ERR3062256
PtsI	36	ERR3062256
Sul2	48	ERR3062256
TEM-33	108	ERR3062256
Tet(B)	50	ERR3062256
UhpT	46	ERR3062256
1	66	ERR3062257
2'-phosphotransferase	70	ERR3062257
APH(3'')-Ib	74	ERR3062257
APH(6)-Id	78	ERR3062257
AadA5	74	ERR3062257
CTX-M-27	76	ERR3062257
CyaA	34	ERR3062257
DfrA17	78	ERR3062257
GlpT	30	ERR3062257
GyrA	32	ERR3062257
ParC	32	ERR3062257
ParE	36	ERR3062257
Sul1	80	ERR3062257
Sul2	78	ERR3062257
Tet(A)	76	ERR3062257
CTX-M-15	46	ERR3062258
GlpT	42	ERR3062258
GyrA	40	ERR3062258
Tet(B)	42	ERR3062258
1	52	ERR3062259
2'-phosphotransferase	36	ERR3062259
APH(3'')-Ib	46	ERR3062259
APH(6)-Id	44	ERR3062259
AadA5	44	ERR3062259
CTX-M-14	24	ERR3062259
CyaA	34	ERR3062259
DfrA17	50	ERR3062259
GlpT	28	ERR3062259
GyrA	30	ERR3062259
ParC	34	ERR3062259
ParE	34	ERR3062259
Sul1	42	ERR3062259
Sul2	30	ERR3062259
TEM-1	46	ERR3062259
Tet(B)	50	ERR3062259
GlpT	32	ERR3062260
PmrB	46	ERR3062260
GlpT	34	ERR3062261
PmrB	40	ERR3062261
GlpT	32	ERR3062262
GlpT	38	ERR3062265
PmrB	48	ERR3062265
GlpT	32	ERR3062266
PmrB	46	ERR3062266
GlpT	24	ERR3062267
ParE	32	ERR3062267
PmrB	36	ERR3062267
APH(3'')-Ib	84	ERR3062268
APH(6)-Id	70	ERR3062268
GlpT	28	ERR3062268
MarR	30	ERR3062268
PmrB	40	ERR3062268
Sul2	80	ERR3062268
APH(3'')-Ib	46	ERR3062269
APH(6)-Id	52	ERR3062269
GlpT	28	ERR3062269
GyrA	30	ERR3062269
MarR	28	ERR3062269
PmrB	38	ERR3062269
Sul2	56	ERR3062269
TEM-1	50	ERR3062269
GlpT	34	ERR3062270
GlpT	32	ERR3062271
PmrB	44	ERR3062271
GlpT	24	ERR3062272
MarR	22	ERR3062272
PmrB	38	ERR3062272
GlpT	32	ERR3062275
PmrB	40	ERR3062275
1	58	ERR4034031
2'-phosphotransferase	59	ERR4034031
AAC(3)-IIe	65	ERR4034031
APH(3'')-Ib	53	ERR4034031
APH(3')-Ia	49	ERR4034031
APH(6)-Id	52	ERR4034031
AadA5	55	ERR4034031
DfrA17	55	ERR4034031
GyrA	50	ERR4034031
ParC	54	ERR4034031
Sul1	55	ERR4034031
Sul2	52	ERR4034031
TEM-1	56	ERR4034031
Tet(B)	54	ERR4034031
GlpT	62	ERR4034032
ParE	65	ERR4034032
PmrB	74	ERR4034032
PtsI	57	ERR4034032
UhpT	77	ERR4034032
GlpT	43	ERR4034033
MarR	47	ERR4034033
GlpT	49	ERR4034034
PmrB	69	ERR4034034
UhpT	77	ERR4034034
CyaA	29	ERR4034035
GlpT	24	ERR4034035
UhpT	32	ERR4034035
GlpT	50	ERR4034036
PmrB	73	ERR4034036
GlpT	39	ERR4034037
PmrB	52	ERR4034037
GlpT	42	ERR4034038
PmrB	57	ERR4034038
UhpT	58	ERR4034038
GlpT	41	ERR4034039
MarR	31	ERR4034039
PmrB	56	ERR4034039
APH(3'')-Ib	41	ERR4034040
APH(3')-Ia	46	ERR4034040
APH(6)-Id	40	ERR4034040
CyaA	69	ERR4034040
DfrA5	47	ERR4034040
GlpT	57	ERR4034040
GyrA	55	ERR4034040
Sul2	49	ERR4034040
TEM-1	49	ERR4034040
Tet(A)	44	ERR4034040
GlpT	36	ERR4034041
MarR	32	ERR4034041
PmrB	48	ERR4034041
GlpT	47	ERR4034042
MarR	39	ERR4034042
PmrB	68	ERR4034042
GlpT	48	ERR4034044
PmrB	64	ERR4034044
UhpT	71	ERR4034044
APH(3'')-Ib	49	ERR4034045
APH(6)-Id	33	ERR4034045
DfrA5	24	ERR4034045
Sul2	46	ERR4034045
TEM-1	49	ERR4034045
Tet(A)	21	ERR4034045
1	52	ERR4034046
AadA1	52	ERR4034046
GlpT	50	ERR4034046
MarR	42	ERR4034046
Sul1	62	ERR4034046
GlpT	42	ERR4034047
PmrB	41	ERR4034047
CyaA	68	ERR4034048
GlpT	44	ERR4034048
UhpT	62	ERR4034048
CyaA	56	ERR4034049
GlpT	42	ERR4034049
ParC	55	ERR4034049
APH(3'')-Ib	62	ERR4034050
APH(6)-Id	55	ERR4034050
GlpT	50	ERR4034050
MarR	56	ERR4034050
O-acetyltransferase	69	ERR4034050
Sul2	75	ERR4034050
TEM-1	64	ERR4034050
Tet(A)	67	ERR4034050
GlpT	40	ERR4034051
GlpT	59.5	ERR4034052
MarR	38	ERR4034052
PmrB	70	ERR4034052
APH(3'')-Ib	898	ERR4034053
APH(6)-Id	733.5	ERR4034053
GlpT	40	ERR4034053
PmrB	54	ERR4034053
Sul2	868	ERR4034053
GlpT	51	ERR4034054
PmrB	67	ERR4034054
UhpT	76	ERR4034054
GlpT	38	ERR4034055
PmrB	49	ERR4034055
1	67	ERR4034056
2'-phosphotransferase	60	ERR4034056
AAC(6')-Ib-cr5	61	ERR4034056
AadA5	55	ERR4034056
CTX-M-15	59	ERR4034056
CatB3	52	ERR4034056
DfrA17	59	ERR4034056
GlpT	51	ERR4034056
GyrA	59	ERR4034056
OXA-1	54	ERR4034056
ParC	73	ERR4034056
ParE	73	ERR4034056
PmrB	73	ERR4034056
PtsI	58	ERR4034056
Sul1	72	ERR4034056
Tet(A)	69	ERR4034056
UhpT	81	ERR4034056
APH(3'')-Ib	38	ERR4034057
APH(6)-Id	29	ERR4034057
GlpT	34	ERR4034057
MarR	27	ERR4034057
PmrB	49	ERR4034057
Sul2	40	ERR4034057
TEM-1	35	ERR4034057
CyaA	68	ERR4034058
GlpT	48	ERR4034058
ParC	64	ERR4034058
GlpT	38	ERR4034059
MarR	33	ERR4034059
PmrB	54	ERR4034059
GlpT	55	ERR4034060
PmrB	68	ERR4034060
GlpT	33	ERR4034061
PmrB	58	ERR4034061
GyrA	57	ERR4034062
MarR	39	ERR4034062
ParC	62	ERR4034062
ParE	70	ERR4034062
PmrB	72	ERR4034062
TEM-1	59	ERR4034062
UhpT	75	ERR4034062
GlpT	56	ERR4034063
MarR	45	ERR4034063
PmrB	82	ERR4034063
GlpT	41	ERR4034064
PmrB	54	ERR4034064
APH(3'')-Ib	35	ERR4034065
APH(6)-Id	31	ERR4034065
CyaA	81	ERR4034065
DfrA5	42	ERR4034065
GlpT	60	ERR4034065
Sul2	36	ERR4034065
TEM-1	38	ERR4034065
APH(3'')-Ib	865	ERR4034066
APH(6)-Id	767	ERR4034066
GlpT	39	ERR4034066
PmrB	49	ERR4034066
Sul2	630	ERR4034066
Tet(A)	832	ERR4034066
GlpT	45	ERR4034067
PmrB	71	ERR4034067
UhpT	76	ERR4034067
GlpT	42	ERR4034068
PmrB	57	ERR4034068
GlpT	49	ERR4034069
PmrB	70	ERR4034069
CyaA	51	ERR4034070
GlpT	30	ERR4034070
ParC	49	ERR4034070
UhpT	48	ERR4034070
GlpT	57	ERR4034071
ParC	73	ERR4034071
PmrB	80	ERR4034071
APH(3'')-Ib	67	ERR4034072
APH(6)-Id	55	ERR4034072
AadA1	80	ERR4034072
DfrA1	74	ERR4034072
GyrA	62	ERR4034072
ParC	70	ERR4034072
ParE	72	ERR4034072
Sat2	78.5	ERR4034072
Sul2	65	ERR4034072
TEM-1	79	ERR4034072
Tet(B)	61	ERR4034072
GlpT	40	ERR4034073
PmrB	49	ERR4034073
1	32	ERR4034074
AadA1	36	ERR4034074
GlpT	52	ERR4034074
PmrB	81	ERR4034074
Sul1	40	ERR4034074
ACT-15	79	ERR4034075
OqxA	66	ERR4034075
OqxB	68	ERR4034075
ParC	67	ERR4034075
ParE	68	ERR4034075
UhpT	88	ERR4034075
transferase	73	ERR4034075
APH(3'')-Ib	42	ERR4034076
APH(6)-Id	38	ERR4034076
GlpT	36	ERR4034076
MarR	31	ERR4034076
PmrB	48	ERR4034076
UhpT	49	ERR4034076
GlpT	45	ERR4034077
PmrB	65	ERR4034077
UhpT	69	ERR4034077
CatII	38	ERR4034079
GlpT	48	ERR4034079
MarR	46	ERR4034079
PmrB	62	ERR4034079
Tet(D)	42	ERR4034079
1	55	ERR4034080
2'-phosphotransferase	51	ERR4034080
AAC(3)-IIe	54	ERR4034080
AadA5	54	ERR4034080
CyaA	69	ERR4034080
DfrA17	49	ERR4034080
GlpT	50	ERR4034080
GyrA	52	ERR4034080
Sul1	52	ERR4034080
TEM-1	43	ERR4034080
Tet(A)	52	ERR4034080
GlpT	53	ERR4034081
ParE	82	ERR4034081
PmrB	81	ERR4034081
PtsI	71	ERR4034081
UhpT	92	ERR4034081
GlpT	41	ERR4034082
PmrB	56	ERR4034082
GlpT	48	ERR4034083
PmrB	66	ERR4034083
TEM-1	94	ERR4034083
UhpT	64	ERR4034083
GlpT	34	ERR4034085
PmrB	51	ERR4034085
GlpT	56	ERR4034086
MarR	53	ERR4034086
TEM-1	114	ERR4034086
1	518	ERR4034087
AadA5	493	ERR4034087
CyaA	71	ERR4034087
DfrA17	439	ERR4034087
GlpT	52	ERR4034087
GyrA	58	ERR4034087
Sul1	520	ERR4034087
TEM-1	54	ERR4034087
Tet(B)	48	ERR4034087
GlpT	43	ERR4034088
PmrB	58	ERR4034088
GlpT	48	ERR4034089
MarR	44	ERR4034089
PmrB	68	ERR4034089
1	34	ERR4034090
2'-phosphotransferase	37	ERR4034090
AAC(3)-IId	37	ERR4034090
APH(3'')-Ib	33	ERR4034090
APH(6)-Id	28	ERR4034090
AadA5	34	ERR4034090
CTX-M-27	83	ERR4034090
DfrA17	33	ERR4034090
GlpT	50	ERR4034090
GyrA	56	ERR4034090
ParE	73	ERR4034090
PmrB	77	ERR4034090
PtsI	65	ERR4034090
Sul1	27	ERR4034090
Sul2	33	ERR4034090
TEM-1	29	ERR4034090
Tet(A)	32	ERR4034090
UhpT	82	ERR4034090
GlpT	43	ERR4034091
PmrB	54	ERR4034091
1	146	ERR4034092
2'-phosphotransferase	151	ERR4034092
APH(3'')-Ib	137	ERR4034092
APH(6)-Id	121	ERR4034092
AadA5	150	ERR4034092
CyaA	67	ERR4034092
DfrA17	142	ERR4034092
GlpT	51	ERR4034092
Sul1	153	ERR4034092
Sul2	154	ERR4034092
TEM-1	132	ERR4034092
GlpT	39	ERR4034093
MarR	36	ERR4034093
PmrB	57	ERR4034093
Sul2	43	ERR4034093
TEM-1	81	ERR4034093
CyaA	56	ERR4034094
GlpT	42	ERR4034094
TEM-1	20	ERR4034094
Tet(A)	30	ERR4034094
GlpT	60	ERR4034095
MarR	48	ERR4034095
PmrB	77	ERR4034095
AadA1	56	ERR4034096
AadA2	63	ERR4034096
CmlA1	52	ERR4034096
DfrA12	40	ERR4034096
GlpT	52	ERR4034096
GyrA	52	ERR4034096
MCR-1.1	98	ERR4034096
ParE	71	ERR4034096
PmrB	79	ERR4034096
PtsI	53	ERR4034096
QacL	49	ERR4034096
Sul3	51	ERR4034096
TEM-1	30	ERR4034096
Tet(A)	27	ERR4034096
UhpT	78	ERR4034096
