class	allele	guuid	gene
cephalosporin	66	8a949387-cbe0-47ac-910d-91cf8774b016	OXA-1
cephalosporin	66	8b71657a-4b4e-44f6-96b3-960c1c70443c	OXA-1
cephalosporin	66	8cf60dbc-d848-4ec3-abe3-8de3d4297bd8	OXA-1
cephalosporin	66	8d7ac6aa-51ff-47bb-b080-7ca413b5484e	OXA-1
cephalosporin	66	8da213d1-8e36-48ce-873d-9c8ef88dd0c4	OXA-1
cephalosporin	66	8fd3d041-f67b-4124-bf51-9bafe1cd559a	OXA-1
cephalosporin	66	91105401-a2ac-41fc-bf71-a64e8b50301a	OXA-1
cephalosporin	66	926ff07a-44d2-43e6-8595-808221deec9a	OXA-1
cephalosporin	66	941f01d3-acd4-437f-a49b-2482e8369cad	OXA-1
cephalosporin	66	9655c98c-c268-463d-a672-0dc8da0a1f8c	OXA-1
cephalosporin	66	96fff6cc-b403-4704-a62d-181aec55a1c3	OXA-1
cephalosporin	66	981384ab-de98-45e4-9d77-fdb6617b2871	OXA-1
cephalosporin	66	9ccfa543-eccc-43cf-ae12-7f359f5b714d	OXA-1
cephalosporin	66	9d155a0d-76e4-476c-95b0-5bc60512f916	OXA-1
cephalosporin	66	9eb96ae7-939d-4fac-9859-6f78ee14c6ed	OXA-1
cephalosporin	66	9f8db067-c04b-42c0-aa3e-4100683dcd62	OXA-1
cephalosporin	66	ERR1218560	OXA-1
cephalosporin	66	ERR1218586	OXA-1
cephalosporin	66	ERR1218600	OXA-1
cephalosporin	66	ERR1218605	OXA-1
cephalosporin	66	ERR1218611	OXA-1
cephalosporin	66	ERR1218612	OXA-1
cephalosporin	66	ERR1218617	OXA-1
cephalosporin	66	ERR1218621	OXA-1
cephalosporin	66	ERR1218627	OXA-1
cephalosporin	66	ERR1218630	OXA-1
cephalosporin	66	ERR1218718	OXA-1
cephalosporin	66	ERR3061896	OXA-1
cephalosporin	66	ERR3061900	OXA-1
cephalosporin	66	ERR3061950	OXA-1
cephalosporin	66	ERR3062195	OXA-1
cephalosporin	66	ERR3062196	OXA-1
cephalosporin	66	ERR3062221	OXA-1
cephalosporin	66	ERR3062225	OXA-1
cephalosporin	66	ERR3062229	OXA-1
cephalosporin	66	ERR3062247	OXA-1
cephalosporin	66	ERR3062249	OXA-1
cephalosporin	66	ERR3062251	OXA-1
cephalosporin	66	ERR3062253	OXA-1
cephalosporin	66	ERR4034056	OXA-1
cephalosporin	66	ERR4034166	OXA-1
cephalosporin	66	ERR4034172	OXA-1
cephalosporin	66	ERR4034181	OXA-1
cephalosporin	66	ERR4034203	OXA-1
cephalosporin	66	ERR4034239	OXA-1
cephalosporin	66	ERR4034242	OXA-1
cephalosporin	66	ERR4034488	OXA-1
cephalosporin	66	ERR4034489	OXA-1
cephalosporin	66	ERR4034509	OXA-1
cephalosporin	66	ERR4034606	OXA-1
cephalosporin	66	ERR4034737	OXA-1
cephalosporin	66	ERR4034759	OXA-1
cephalosporin	66	ERR4034826	OXA-1
cephalosporin	66	ERR4034852	OXA-1
cephalosporin	66	ERR4034862	OXA-1
cephalosporin	66	ERR4035017	OXA-1
cephalosporin	66	ERR4035123	OXA-1
cephalosporin	66	ERR4035245	OXA-1
cephalosporin	66	ERR4035250	OXA-1
cephalosporin	66	ERR4035254	OXA-1
cephalosporin	66	ERR4035270	OXA-1
cephalosporin	66	ERR4035378	OXA-1
cephalosporin	66	ERR4035465	OXA-1
cephalosporin	66	ERR4035471	OXA-1
cephalosporin	66	ERR4035535	OXA-1
cephalosporin	66	ERR4035537	OXA-1
cephalosporin	66	ERR4035552	OXA-1
cephalosporin	66	ERR4035563	OXA-1
cephalosporin	66	ERR4035577	OXA-1
cephalosporin	66	ERR4035618	OXA-1
cephalosporin	66	ERR4035721	OXA-1
cephalosporin	66	ERR4035764	OXA-1
cephalosporin	66	ERR4035843	OXA-1
cephalosporin	66	ERR4035900	OXA-1
cephalosporin	66	ERR4035937	OXA-1
cephalosporin	66	ERR4035955	OXA-1
cephalosporin	66	ERR4035970	OXA-1
cephalosporin	66	ERR4035988	OXA-1
cephalosporin	66	ERR4036001	OXA-1
cephalosporin	66	ERR4036004	OXA-1
cephalosporin	66	ERR4036013	OXA-1
cephalosporin	66	ERR4036019	OXA-1
cephalosporin	66	ERR4036161	OXA-1
cephalosporin	66	ERR4036176	OXA-1
cephalosporin	66	ERR4036186	OXA-1
cephalosporin	66	ERR4036189	OXA-1
cephalosporin	66	ERR4036192	OXA-1
cephalosporin	66	ERR4036193	OXA-1
cephalosporin	66	ERR4036196	OXA-1
cephalosporin	66	ERR4036245	OXA-1
cephalosporin	66	ERR4036282	OXA-1
cephalosporin	66	ERR4036311	OXA-1
cephalosporin	66	ERR4036344	OXA-1
cephalosporin	66	ERR4036378	OXA-1
cephalosporin	66	ERR4036412	OXA-1
cephalosporin	66	ERR4036420	OXA-1
cephalosporin	66	ERR4036462	OXA-1
cephalosporin	66	ERR4036482	OXA-1
cephalosporin	66	ERR4036574	OXA-1
cephalosporin	66	ERR4036610	OXA-1
cephalosporin	66	ERR4036657	OXA-1
cephalosporin	66	ERR4036703	OXA-1
cephalosporin	66	ERR4037083	OXA-1
cephalosporin	66	ERR4037098	OXA-1
cephalosporin	66	ERR4037155	OXA-1
cephalosporin	66	ERR4037169	OXA-1
cephalosporin	66	ERR4037189	OXA-1
cephalosporin	66	ERR4037216	OXA-1
cephalosporin	66	ERR4037258	OXA-1
cephalosporin	66	ERR4037266	OXA-1
cephalosporin	66	ERR4037270	OXA-1
cephalosporin	66	ERR4037289	OXA-1
cephalosporin	66	ERR4037311	OXA-1
cephalosporin	66	ERR4037315	OXA-1
cephalosporin	66	ERR4037338	OXA-1
cephalosporin	66	ERR4037358	OXA-1
cephalosporin	66	ERR4037386	OXA-1
cephalosporin	66	ERR4037395	OXA-1
cephalosporin	66	ERR4037420	OXA-1
cephalosporin	66	ERR4037433	OXA-1
cephalosporin	66	ERR4037496	OXA-1
cephalosporin	66	ERR434261	OXA-1
cephalosporin	66	ERR434274	OXA-1
cephalosporin	66	ERR434282	OXA-1
cephalosporin	66	ERR434288	OXA-1
cephalosporin	66	ERR434298	OXA-1
cephalosporin	66	ERR434310	OXA-1
cephalosporin	66	ERR434318	OXA-1
cephalosporin	66	ERR434324	OXA-1
cephalosporin	66	ERR434326	OXA-1
cephalosporin	66	ERR434347	OXA-1
cephalosporin	66	ERR434374	OXA-1
cephalosporin	66	ERR434381	OXA-1
cephalosporin	66	ERR434386	OXA-1
cephalosporin	66	ERR434417	OXA-1
cephalosporin	66	ERR434418	OXA-1
cephalosporin	66	ERR434421	OXA-1
cephalosporin	66	ERR434445	OXA-1
cephalosporin	66	ERR434448	OXA-1
cephalosporin	66	ERR434462	OXA-1
cephalosporin	66	ERR434471	OXA-1
cephalosporin	66	ERR434473	OXA-1
cephalosporin	66	ERR434477	OXA-1
cephalosporin	66	ERR434497	OXA-1
cephalosporin	66	ERR434503	OXA-1
cephalosporin	66	ERR434504	OXA-1
cephalosporin	66	ERR434506	OXA-1
cephalosporin	66	ERR434508	OXA-1
cephalosporin	66	ERR434516	OXA-1
cephalosporin	66	ERR434520	OXA-1
cephalosporin	66	ERR434523	OXA-1
cephalosporin	66	ERR434539	OXA-1
cephalosporin	66	ERR434584	OXA-1
cephalosporin	66	ERR434601	OXA-1
cephalosporin	66	ERR434602	OXA-1
cephalosporin	66	ERR434620	OXA-1
cephalosporin	66	ERR434640	OXA-1
cephalosporin	66	ERR434641	OXA-1
cephalosporin	66	ERR434660	OXA-1
cephalosporin	66	ERR434700	OXA-1
cephalosporin	66	ERR434703	OXA-1
cephalosporin	66	ERR434707	OXA-1
cephalosporin	66	ERR434708	OXA-1
cephalosporin	66	ERR434716	OXA-1
cephalosporin	66	ERR434722	OXA-1
cephalosporin	66	ERR434723	OXA-1
cephalosporin	66	ERR434740	OXA-1
cephalosporin	66	ERR434757	OXA-1
cephalosporin	66	ERR434764	OXA-1
cephalosporin	66	ERR434766	OXA-1
cephalosporin	66	ERR434782	OXA-1
cephalosporin	66	ERR434825	OXA-1
cephalosporin	66	ERR434844	OXA-1
cephalosporin	66	ERR434847	OXA-1
cephalosporin	66	ERR434868	OXA-1
cephalosporin	66	ERR434915	OXA-1
cephalosporin	66	ERR434922	OXA-1
cephalosporin	66	ERR434925	OXA-1
cephalosporin	66	ERR434945	OXA-1
cephalosporin	66	ERR434956	OXA-1
cephalosporin	66	ERR434960	OXA-1
cephalosporin	66	ERR434963	OXA-1
cephalosporin	66	ERR434974	OXA-1
cephalosporin	66	ERR434994	OXA-1
cephalosporin	66	ERR434995	OXA-1
cephalosporin	66	ERR434996	OXA-1
cephalosporin	66	ERR435008	OXA-1
cephalosporin	66	ERR435015	OXA-1
cephalosporin	66	ERR435023	OXA-1
cephalosporin	66	ERR435033	OXA-1
cephalosporin	66	ERR435038	OXA-1
cephalosporin	66	ERR435058	OXA-1
cephalosporin	66	ERR435087	OXA-1
cephalosporin	66	ERR435095	OXA-1
cephalosporin	66	ERR435107	OXA-1
cephalosporin	66	ERR435119	OXA-1
cephalosporin	66	ERR435133	OXA-1
cephalosporin	66	ERR435139	OXA-1
cephalosporin	66	ERR435145	OXA-1
cephalosporin	66	ERR435151	OXA-1
cephalosporin	66	ERR435153	OXA-1
cephalosporin	66	ERR435155	OXA-1
cephalosporin	66	ERR435160	OXA-1
cephalosporin	66	ERR435188	OXA-1
cephalosporin	66	ERR435194	OXA-1
cephalosporin	66	ERR435231	OXA-1
cephalosporin	66	ERR435237	OXA-1
cephalosporin	66	ERR435239	OXA-1
cephalosporin	66	ERR435263	OXA-1
cephalosporin	66	ERR435289	OXA-1
cephalosporin	66	ERR435299	OXA-1
cephalosporin	66	ERR435346	OXA-1
cephalosporin	66	ERR435347	OXA-1
cephalosporin	66	ERR435350	OXA-1
cephalosporin	66	ERR435374	OXA-1
cephalosporin	66	ERR435383	OXA-1
cephalosporin	66	ERR435384	OXA-1
cephalosporin	66	ERR435385	OXA-1
cephalosporin	66	ERR435386	OXA-1
cephalosporin	66	ERR435392	OXA-1
cephalosporin	66	ERR435431	OXA-1
cephalosporin	66	ERR435546	OXA-1
cephalosporin	66	ERR439575	OXA-1
cephalosporin	66	ERR439610	OXA-1
cephalosporin	66	ERR439621	OXA-1
cephalosporin	66	ERR439634	OXA-1
cephalosporin	66	ERR439635	OXA-1
cephalosporin	66	ERR439641	OXA-1
cephalosporin	66	ERR439651	OXA-1
cephalosporin	66	ERR439656	OXA-1
cephalosporin	66	ERR439667	OXA-1
cephalosporin	66	ERR439671	OXA-1
cephalosporin	66	ERR439677	OXA-1
cephalosporin	66	ERR439717	OXA-1
cephalosporin	66	ERR439718	OXA-1
cephalosporin	66	ERR439721	OXA-1
cephalosporin	66	ERS1994918	OXA-1
cephalosporin	66	ERS1994919	OXA-1
cephalosporin	66	ERS1994920	OXA-1
cephalosporin	66	ERS1994922	OXA-1
cephalosporin	66	ERS1994923	OXA-1
cephalosporin	66	ERS1994926	OXA-1
cephalosporin	66	ERS1994932	OXA-1
cephalosporin	66	ERS1994933	OXA-1
cephalosporin	66	ERS1995019	OXA-1
cephalosporin	66	ERS1995020	OXA-1
cephalosporin	66	ERS1995021	OXA-1
cephalosporin	66	ERS1995115	OXA-1
cephalosporin	66	ERS1995135	OXA-1
cephalosporin	66	ERS1995145	OXA-1
cephalosporin	66	ERS1995153	OXA-1
cephalosporin	66	ERS1995198	OXA-1
cephalosporin	66	ERS1995211	OXA-1
cephalosporin	66	ERS1995220	OXA-1
cephalosporin	66	ERS1995221	OXA-1
cephalosporin	66	ERS1995224	OXA-1
cephalosporin	66	ERS1995226	OXA-1
cephalosporin	66	ERS1995230	OXA-1
cephalosporin	66	ERS1995233	OXA-1
cephalosporin	66	ERS1995235	OXA-1
cephalosporin	66	ERS1995237	OXA-1
cephalosporin	66	ERS1995238	OXA-1
cephalosporin	66	ERS1995241	OXA-1
cephalosporin	66	ERS1995245	OXA-1
cephalosporin	66	ERS1995248	OXA-1
cephalosporin	66	ERS1995250	OXA-1
cephalosporin	66	ERS1995253	OXA-1
cephalosporin	66	a11f2806-18ed-4cc2-9d83-6383993602e3	OXA-1
cephalosporin	66	a13418c9-13e6-479e-beaf-a3ccc860ec2a	OXA-1
cephalosporin	66	a1a96432-40a1-4ddc-8fbc-a54e5cc5666f	OXA-1
cephalosporin	66	a36fa3d6-3e9d-4cce-bf2b-70e4d8165414	OXA-1
cephalosporin	66	a3e3b6c4-86eb-471a-bc53-d85b7b1fbd7a	OXA-1
cephalosporin	66	a3e9d356-19ab-40ae-ab64-076e05bc7cf0	OXA-1
cephalosporin	66	a3f8a6e5-a499-48aa-bae8-00bde19aedc6	OXA-1
cephalosporin	66	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9	OXA-1
cephalosporin	66	a8a69bd5-0be8-4591-850a-2f98f62ebefd	OXA-1
cephalosporin	66	a955ac0b-9205-405a-9036-97f4161663a3	OXA-1
cephalosporin	66	ac4ad6de-eac8-4066-ab5a-8a2cc2cf7bd5	OXA-1
cephalosporin	66	ac5318db-1909-44e6-9879-f9abb24aaae7	OXA-1
cephalosporin	66	ad931525-2143-4310-8de4-8bc8661ba35c	OXA-1
cephalosporin	66	aec98a21-05bb-4e13-9276-3b792f882f4c	OXA-1
cephalosporin	66	b125a18f-acea-4520-a19f-a8c2dc791ec1	OXA-1
cephalosporin	66	b40c3cc8-4664-4937-aa72-ae8ec19edbf9	OXA-1
cephalosporin	66	b4dae5ca-0282-436b-97ea-da001b77f44c	OXA-1
cephalosporin	66	b89f4378-78b7-472c-a2f4-6e940d0a4da6	OXA-1
cephalosporin	66	b8a060d7-e976-47fb-adce-bf38d4bb3660	OXA-1
cephalosporin	66	b997700d-44b4-416c-9b8a-4fba5103ec75	OXA-1
cephalosporin	66	bb152cbb-d787-44cd-b7a9-594f7a8b7bb8	OXA-1
cephalosporin	66	bc946eb7-b34b-4c13-a42a-7360fb1b8fe3	OXA-1
cephalosporin	66	bda385ab-92dc-406e-9678-e8bf458749e2	OXA-1
cephalosporin	66	bdfcaa26-9ad0-4998-8133-9c88c96569c4	OXA-1
cephalosporin	66	be60dea6-bda5-46b4-802f-eed3e33e82e0	OXA-1
cephalosporin	66	beeb5115-cc91-4d08-9edf-d040b4d3c2b2	OXA-1
cephalosporin	66	bfe9f0ef-b198-40c6-85af-66ff64d06230	OXA-1
cephalosporin	66	c0b61632-e9d6-47bb-bdbc-c6bc2fb7e20b	OXA-1
cephalosporin	66	c1113404-ecf9-43e8-b53b-fa7f7003169e	OXA-1
cephalosporin	66	c1a12785-eb9a-4676-8474-40e8b77c2580	OXA-1
cephalosporin	66	c2bd3042-f911-4989-a6a3-037da79f06f3	OXA-1
cephalosporin	66	c31c65a4-6a6f-4be0-b53b-49e8094d1989	OXA-1
cephalosporin	66	c5e8e0ac-2bb4-44d7-b3c4-a93c21015722	OXA-1
cephalosporin	66	c7fef041-2e41-4454-a8fe-766f947e80db	OXA-1
cephalosporin	66	c83e226c-3d7a-491e-a4a1-ba6ae3b536e9	OXA-1
cephalosporin	66	c9295066-a458-4af9-a9fd-184143065eae	OXA-1
cephalosporin	66	ca4e1311-0733-4a6e-b885-88a741c5ec61	OXA-1
cephalosporin	66	cdfb9535-cc4a-42a2-9e2f-84e9bdbef112	OXA-1
cephalosporin	66	cec449a2-1764-4e66-8acb-48ff21835d95	OXA-1
cephalosporin	66	cf724ae2-73ed-4d86-b140-2c0d3ab76a7f	OXA-1
cephalosporin	66	d06ca63d-df5f-4064-b75f-463a1c28f142	OXA-1
cephalosporin	66	d0f66d41-e03e-4d4e-8c04-b3b9907cf6bc	OXA-1
cephalosporin	66	d576d528-0f3a-4d23-a0aa-5c169430a58c	OXA-1
cephalosporin	66	d5c14bf7-225d-4440-a201-eb57e286d7a0	OXA-1
cephalosporin	66	d67c7863-ec6e-42fc-8b6f-62ee4b9ac79d	OXA-1
cephalosporin	66	da2a678d-9d3a-4d45-b895-4bb17e511179	OXA-1
cephalosporin	66	db76f321-c04c-41ae-98df-5704386f787c	OXA-1
cephalosporin	66	dc6c7bf4-2a64-4576-aa56-adfb979dfbc9	OXA-1
cephalosporin	66	de2ce48c-b1e9-4c43-bfeb-4875edd38b13	OXA-1
cephalosporin	66	e112ecc6-b4be-4cd7-90a5-9eed2a8aee6f	OXA-1
cephalosporin	66	e2546c57-e340-4a96-a164-50d00fbf98f2	OXA-1
cephalosporin	66	e27fbbe3-5eed-4fa0-bd41-c3374057f7b5	OXA-1
cephalosporin	66	e3341d40-e391-4ae4-918a-5c7000bb41e7	OXA-1
cephalosporin	66	e3fa1067-0b44-427e-8652-3d74b9196539	OXA-1
cephalosporin	66	e430203e-ce0f-4ba2-950c-efbf26ee9429	OXA-1
cephalosporin	66	e7c6aee1-596f-467c-95f6-0b936ed93fba	OXA-1
cephalosporin	66	e8ae4b7e-d4f6-47ed-9203-491903b7c07e	OXA-1
cephalosporin	66	ea6e0df0-e5f4-4219-a1e4-7d0c9a57daa4	OXA-1
cephalosporin	66	ea8ca80d-c122-4e87-9908-dd93293b0c44	OXA-1
cephalosporin	66	ed6984ec-90a1-4a62-a62c-6e2a5f6a1afe	OXA-1
cephalosporin	66	eeb29d9e-7606-4cfb-8d9c-eb49703b5743	OXA-1
cephalosporin	66	f236e47e-194e-40e5-87c5-7b43cd3d53b2	OXA-1
cephalosporin	66	f341b889-712b-4acf-b51b-87cadb3ca1c5	OXA-1
cephalosporin	66	f6f01ec1-dc21-4025-9bcc-47652c732fe1	OXA-1
cephalosporin	66	f75fd372-d4cc-4e56-be33-f9c0cd048659	OXA-1
cephalosporin	66	f783313e-7ff1-404c-a4d6-a0dde1a3e778	OXA-1
cephalosporin	66	f799ce31-980f-49bc-a420-1b39a67c2701	OXA-1
cephalosporin	66	f88d1eff-a2be-4496-b03b-7a97dfff7189	OXA-1
cephalosporin	66	fb196673-f10e-4be1-8fa9-fd238c76d065	OXA-1
cephalosporin	66	fd1489de-3070-4a0e-8904-e2084c39edc6	OXA-1
cephalosporin	66	ff20eb69-fd10-48ae-ab66-b3182dd2b4be	OXA-1
cephalosporin	66	ffbfc7b4-8bc9-43d3-9a0c-2aed593e7be4	OXA-1
cephalosporin	66	fff91cb2-e91f-4222-bf6a-88b4de1ed241	OXA-1
cephalosporin	67	34ff1bdb-3133-4b66-bb15-5a2655bc71c3	ampC
cephalosporin	68	54053b1e-230d-4881-95e4-7e346ca6af52	ampC
cephalosporin	69	ERR435486	ampC
cephalosporin	70	ERR439601	ampC
cephalosporin	71	ef275f5c-d42e-47c9-8efd-26b03a6caf0e	ampC
cephalosporin	72	efe3fb97-a23f-47ed-a527-185707556ff1	ampC
cephalosporin	73	118daa11-832b-4e44-b992-326e9e09598d	CMY-2
cephalosporin	74	25cf550d-bad3-48ec-be33-9ac407f8cdb4	beta-lactamase
cephalosporin	75	3f526bac-f35d-475f-a4b2-e6811d922ba6	CMY-4
cephalosporin	73	4a28d178-c986-4457-8b15-dd0735f89b7a	CMY-2
cephalosporin	73	613361d6-4cdc-4662-acb4-1a9b24c4a940	CMY-2
cephalosporin	73	65fa7596-29a6-4b68-9e1f-7fd1971005b4	CMY-2
cephalosporin	73	792f7021-3e8d-44a0-a0bd-1820879ceac3	CMY-2
cephalosporin	75	7a9991be-e7b4-45c2-9ada-65fd72f9ec49	CMY-4
cephalosporin	73	7ad5094d-1558-4a52-85bc-ac9cf3319e41	CMY-2
cephalosporin	73	7befd1a2-3529-4528-8786-86c93c9506b1	CMY-2
cephalosporin	73	9bef13d4-0de9-4933-9aa0-a4b0008b0df5	CMY-2
cephalosporin	73	9dabbc9f-84a6-485b-8d2e-323bad9bebb2	CMY-2
cephalosporin	75	9e5dd116-8676-493c-9ab9-8f7d0a3c56ac	CMY-4
cephalosporin	73	9ecc4ebd-e86f-4d09-b1e8-ea33c5ad0e15	CMY-2
cephalosporin	73	ERR1218538	CMY-2
cephalosporin	73	ERR1218552	CMY-2
cephalosporin	73	ERR1218555	CMY-2
cephalosporin	73	ERR1218627	CMY-2
cephalosporin	73	ERR1218653	CMY-2
cephalosporin	76	ERR1218705	CMY-42
cephalosporin	73	ERR4034442	CMY-2
cephalosporin	73	ERR4034442	beta-lactamase
cephalosporin	73	ERR4034755	CMY-2
cephalosporin	73	ERR4034879	CMY-2
cephalosporin	73	ERR4034919	CMY-2
cephalosporin	73	ERR4035043	CMY-2
cephalosporin	73	ERR4035233	CMY-2
cephalosporin	73	ERR4035547	CMY-2
cephalosporin	76	ERR4036001	CMY-42
cephalosporin	75	ERR4036193	CMY-4
cephalosporin	76	ERR4037189	CMY-42
cephalosporin	73	ERR4037353	CMY-2
cephalosporin	73	ERR434856	CMY-2
cephalosporin	73	ERR434930	CMY-2
cephalosporin	73	ERR435237	CMY-2
cephalosporin	77	ERR435363	CMY-111
cephalosporin	73	ERR435482	CMY-2
cephalosporin	73	ERS1994932	CMY-2
cephalosporin	76	ERS1995115	CMY-42
cephalosporin	73	ERS1995239	CMY-2
cephalosporin	76	ERS1995253	CMY-42
cephalosporin	73	b9c28d3f-0164-4b91-9764-8ddc433ee497	CMY-2
cephalosporin	73	c8d40945-28b3-4717-93e0-025cd3692ded	CMY-2
cephalosporin	73	dd883b9b-c385-4a1b-9502-394b81d3e49b	CMY-2
cephalosporin	75	e6cdb8b5-4021-48ec-bd78-3b30f0019fd9	CMY-4
cephalosporin	75	f51adf13-8868-4007-b82e-44c668280349	CMY-4
cephalosporin	78	40d67d26-cd5d-40f6-858c-e3ffbbec7ee8	DHA-1
cephalosporin	79	463f2e12-3fa4-4ff8-af31-9106328dde5a	DHA-1
cephalosporin	79	ERR4034920	DHA-1
cephalosporin	78	ERR4036744	DHA-1
cephalosporin	79	aba5e2b1-8d03-4946-95aa-81e1d0191e3a	DHA-1
cephalosporin	80	44fe9a74-1114-416d-b1bf-6a2baa89a47e	SHV-12
cephalosporin	80	5f256edb-b867-416b-981f-b8896af4b472	SHV-12
cephalosporin	80	ERR1218584	SHV-12
cephalosporin	80	ERR1218656	SHV-12
cephalosporin	80	ERR1218701	SHV-12
cephalosporin	80	ERR4034567	SHV-12
cephalosporin	81	ERR4035404	SHV-187
cephalosporin	80	ERR4036800	SHV-12
cephalosporin	82	ERR434585	SHV-2
cephalosporin	80	ERR434690	SHV-12
cephalosporin	82	ERR434701	SHV-2
cephalosporin	80	ERR434819	SHV-12
cephalosporin	80	ERR434946	SHV-12
cephalosporin	80	ERR435036	SHV-12
cephalosporin	82	ERR435137	SHV-2
cephalosporin	80	ERR435216	SHV-12
cephalosporin	80	ERS1994924	SHV-12
cephalosporin	83	ERS1995157	SHV-5
cephalosporin	80	ERS1995229	SHV-12
cephalosporin	80	ERS1995258	SHV-12
cephalosporin	80	a9eff813-902a-4672-a311-43e26851a0ec	SHV-12
cephalosporin	84	afd57b36-d277-43a2-80c4-e8cdbf2f52e6	SHV-2a
cephalosporin	80	c7fef041-2e41-4454-a8fe-766f947e80db	SHV-12
cephalosporin	80	ff9f4026-6748-42d5-90db-9391a46808a7	SHV-12
cephalosporin	85	87944cf8-d204-422f-aeb1-77a945a91419	TEM-20
cephalosporin	86	ERR4034184	TEM-12
cephalosporin	86	ERR4034191	TEM-12
cephalosporin	86	ERR4034516	TEM-12
cephalosporin	86	ERR4034557	TEM-12
cephalosporin	86	ERR4034561	TEM-12
cephalosporin	86	ERR4034565	TEM-12
cephalosporin	86	ERR4034581	TEM-12
cephalosporin	86	ERR4034609	TEM-12
cephalosporin	86	ERR4034629	TEM-12
cephalosporin	86	ERR4034637	TEM-12
cephalosporin	86	ERR4034666	TEM-12
cephalosporin	86	ERR4034670	TEM-12
cephalosporin	87	ERR4035281	TEM-52
cephalosporin	86	ERR4035929	TEM-12
cephalosporin	88	ERR4036284	TEM-19
cephalosporin	89	ERR434604	beta-lactamase
cephalosporin	89	ERR434604	TEM-15
cephalosporin	90	ERR434989	TEM-9
cephalosporin	90	ERR435516	TEM-9
cephalosporin	91	d894d0ec-c0b8-4cdb-adbb-64569be20de5	TEM-52
cephalosporin	92	ERR1218717	OXA-10
cephalosporin	93	ERR3061899	CTX-M-2
cephalosporin	93	ERR3062238	CTX-M-2
cephalosporin	93	ERS1994931	CTX-M-2
cephalosporin	93	ERS1995166	CTX-M-2
cephalosporin	94	ERR4034075	ACT-15
cephalosporin	95	ERR4034637	ACT-17
cephalosporin	96	ERS1995157	MOX-2
fosfomycin	1	000774a6-5784-466e-8cb7-caa111dcafc5	PtsI
fosfomycin	1	007d12b9-f903-446a-9d66-184fb751cae9	PtsI
fosfomycin	1	013cc60d-cf3b-4c62-885b-736339cac567	PtsI
fosfomycin	1	01822ce6-6d77-435b-944a-3b45418c034d	PtsI
fosfomycin	1	01dfd4d8-42df-4370-8d24-eaf99e12df22	PtsI
fosfomycin	1	0233ca07-2f55-4d5c-9187-8af851e62dcb	PtsI
fosfomycin	1	0240c711-0a61-4183-b31d-5309ad54e969	PtsI
fosfomycin	1	03485d1b-abb5-46e2-925a-7ce11061405d	PtsI
fosfomycin	1	03b2c44b-bb25-4461-bf43-66577b7f3db5	PtsI
fosfomycin	1	03d08030-7d95-4f19-bef6-d83144109ab1	PtsI
fosfomycin	1	03ee2b1b-5658-4dad-a933-9bc457654c18	PtsI
fosfomycin	1	04b6c506-98f4-4dec-89a8-c78aa7b6d9fd	PtsI
fosfomycin	1	051a523a-0619-4668-ab82-3037adb23ad0	PtsI
fosfomycin	1	05afd765-8069-453e-a218-aa73b10ae80e	PtsI
fosfomycin	1	06286bfb-e297-4bf6-bee4-75f8722feabe	PtsI
fosfomycin	1	06359b5c-a64c-423c-9e28-70f3c1de2a27	PtsI
fosfomycin	2	0713f105-20ad-4651-9b6b-e479382e57ac	PtsI
fosfomycin	1	0749a87b-af6a-4dad-b720-1e3eda595488	PtsI
fosfomycin	1	089e08e4-894e-4ecf-8169-c23d29288cd3	PtsI
fosfomycin	1	09bcaead-604f-4871-8e22-3475ac8c45d1	PtsI
fosfomycin	1	09edc6f3-a427-42d5-9949-44f25c16c589	PtsI
fosfomycin	1	0a4dce58-4a01-4abb-9301-3e6ba37c81f5	PtsI
fosfomycin	1	0b23983d-2e95-43f9-8ece-ed233333d50b	PtsI
fosfomycin	1	0b76c650-85df-4f1a-b8d6-3d7a12cee6e3	PtsI
fosfomycin	1	0cd2c03e-fc7e-4408-9b3c-ea57ee7594d4	PtsI
fosfomycin	1	0dbf1f43-cce7-4d7d-a978-b8c6b0c2ffd6	PtsI
fosfomycin	1	0deb797c-c6c0-4c93-a4d6-7fd43f345082	PtsI
fosfomycin	1	0e8fba72-8449-46ce-b62f-5ac5b8061645	PtsI
fosfomycin	1	0f4ccb3b-06f5-42a2-b96f-931907b8bfb8	PtsI
fosfomycin	1	10ee6c93-6c0a-48a2-aa11-c05ec1ec05ac	PtsI
fosfomycin	1	1215eb4a-ce44-4d93-a303-a9ac6fe60579	PtsI
fosfomycin	3	12215ec0-8272-4614-84ef-3f7582428119	PtsI
fosfomycin	1	133342e5-2de3-4716-9137-1cad6f68c219	PtsI
fosfomycin	1	13988ef8-d9e1-47bb-81f6-ad5aaea12f6e	PtsI
fosfomycin	1	13b9e568-3015-4937-8e5a-7903f88d6cd3	PtsI
fosfomycin	1	143ea8bb-bf32-4c0f-8204-d95d97214c11	PtsI
fosfomycin	1	14ca074a-80e2-4491-84fa-74ee2c670315	PtsI
fosfomycin	1	1625ddc9-17be-449c-b500-f3a199d5afd1	PtsI
fosfomycin	1	16d8b1ce-be42-4067-b825-785b289665d2	PtsI
fosfomycin	1	16f7253f-a448-4d8d-b06d-80eca42a13e4	PtsI
fosfomycin	1	1740edc5-76b3-4909-8677-c325b964d614	PtsI
